mmyyyy;mm_yyyy;yyyy.mm;classificacao;fonte;rubrica;descricao;valores_mes;valores_ano;valores_orcados;num_caract_classif;raiz;;;;
102015;10.2015;2015-10-01;2471991700;5;2963;MINISTERIO DO ESPORTE IMPLANTA CAO E MODERNIZA CAO DE INFRAESTRUTURA ESPORTIVA CENTRO ESPORTIVO DELMAR BUFOLIN;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2471991900;5;2968;IMPLANTA CAO CICLOVIA AVENIDA AUDEMO VENEZIANI;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472000000;;;TRANSFERENCIAS DE CONVENIOS DOS ESTADOS E DE SUAS ENTIDADES;0;56209.16;1888000;10;;;;;
102015;10.2015;2015-10-01;2472010100;2;1430;SUS MUNICIPALIZACAO;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472010200;5;2364;VIGILANCIA SANITARIA MEDIA E ALTA COMPLEXIDADE VISA;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472020100;2;2112;CONVENIO PROCEM ENSINO FUNDAMENTAL;0;0;1275000;10;;;;;
102015;10.2015;2015-10-01;2472020200;2;2113;CONVENIO PROCEM CRECHE;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990100;2;2820;SECRETARIA DE JUSTICA E DA DEFESA DA CIDADANIA FORUM;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990200;2;1538;CDHU;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990300;2;2238;SECRETARIA DE ESTADO DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL SEADS;0;0;500000;10;;;;;
102015;10.2015;2015-10-01;2472990400;2;2239;CONVENIO SECRETARIA ESTADUAL DA JUVENTUDE ESPORTE E LAZER;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990500;2;2230;SECRETARIA DA CIENCIA TECNOLOGIA E DESENVOLVIMENTO ECONOMICO;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990600;5;1610;PAT PROSANEAR;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990700;2;2241;CONVENIO SECRETARIA DE ESTADO DE PLANEJAMENTO E DESENVOLVIMENTO REGIONAL;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990800;2;2246;CONVENIO SECRETARIA DO ESTADO DE ECONOMIA E PLANEJAMENTO PARA OBRAS INFRA ESTRUTURA;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472990900;2;2248;CONVENIO COM A FUNDA CAO DE PROTECAO E DEFESA DO CONSUMIDOR;0;56209.16;113000;10;;;;;
102015;10.2015;2015-10-01;2472991000;2;2115;CONVENIO SECRETARIA DE ESPORTES LAZER E JUVENTUDO DO ESTADO DE SAO PAULO PISTA JOAO DO PULO ;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2472991100;2;2982;CONVENIO SECRETARIA DE ECONOMIA E PLANEJAMENTO SP RESERVATORIO DE RETEN CAO;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2500000000;;;OUTRAS RECEITAS DE CAPITAL;304000;3450098.64;84946000;10;;;;;
102015;10.2015;2015-10-01;2590000000;;;OUTRAS RECEITAS;304000;3450098.64;84946000;10;;;;;
102015;10.2015;2015-10-01;2590100000;1;2497;SABESP;0;0;81189000;10;;;;;
102015;10.2015;2015-10-01;2590200000;3;2349;FUNDO MUNICIPAL DE HABITACAO;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2590300000;3;2980;FUNDO MUNICIPAL DE TURISMO FUMTUR;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2590400000;3;2981;FUNDO MUNICIPAL DE PRESERVA CAO DO PATR HISTORICO ARTISTICO E CULTURAL FUMPHAC;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2590500000;3;2991;FUNDO MUNICIPAL DO IDOSO;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2590600000;3;2992;FUNDO MUNICIPAL DE SERVICOS ECOSISTEMICOS;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2590700000;3;2993;FUNDO MUNICIPAL DE CONSERVA CAO AMBIENTAL;0;0;0;10;;;;;
102015;10.2015;2015-10-01;2598000000;1;2996;ACORDO JUDICIAL CONSTRUTORA TERRA SIMAO;304000;3040000;3757000;10;;;;;
102015;10.2015;2015-10-01;2598000000;;;ACORDO JUDICIAL CONSTRUTORA TERRA SIMAO;304000;3040000;3757000;10;;;;;
102015;10.2015;2015-10-01;2599000000;6;2999;CONVENIO FUNDICAD;0;410098.64;0;10;;;;;
102015;10.2015;2015-10-01;2599000000;;;CONVENIO FUNDICAD;0;410098.64;0;10;;;;;
102015;10.2015;2015-10-01;90000000000;;;DEDU CAO DA RECEITA CORRENTE;-14546364.11;-164314647.7;-206115000;11;90000000000;;;;
102015;10.2015;2015-10-01;91000000000;;;DEDU CAO;-14546364.11;-164314647.7;-206115000;11;;;;;
102015;10.2015;2015-10-01;91700000000;;;DEDU CAO DA RECEITA;-14546364.11;-164314647.7;-206115000;11;;;;;
102015;10.2015;2015-10-01;91720000000;;;DEDU CAO DE RECEITA;-14546364.11;-164314647.7;-206115000;11;;;;;
102015;10.2015;2015-10-01;91721010200;1;2640;DEDUCAO DA RECEITA FPM FUNDEB E REDUTOR FINANCEIRO;-786643.24;-9049613.03;-11878000;11;;;;;
102015;10.2015;2015-10-01;91721010500;1;2710;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB ITR;-23580.81;-32325.72;-42000;11;;;;;
102015;10.2015;2015-10-01;91721090100;1;2372;DEDUCAO DE RECEITA PARA A FORMACAO DO FUNDEB ICMS DESONERACAO LEI COMPLEMENTAR 87 96;-64867;-648670.02;-660000;11;;;;;
102015;10.2015;2015-10-01;91722010100;1;2650;DEDUCAO DE RECEITA PARA A FORMACAO DO FUNDEB ICMS;-12899164.51;-128352982.3;-168329000;11;;;;;
102015;10.2015;2015-10-01;91722010200;1;2711;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB IPVA;-658506.47;-22596883.13;-23854000;11;;;;;
102015;10.2015;2015-10-01;91722010400;1;2399;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB IPI;-113602.08;-3634173.59;-1352000;11;;;;;
112015;11.2015;2015-11-01;1000000000;;;RECEITAS CORRENTES;148340738.1;1898672742;2175956000;10;1000000000;;;;
112015;11.2015;2015-11-01;1100000000;;;RECEITA TRIBUTARIA;44538403.92;510723653;589394000;10;1000000000;;;;
112015;11.2015;2015-11-01;1110000000;;;IMPOSTOS;43866035.57;494168554.7;572695000;10;;;;;
112015;11.2015;2015-11-01;1112000000;;;IMPOSTOS SOBRE O PATRIMONIO E A RENDA;24370365.47;279727544.5;299419000;10;;;;;
112015;11.2015;2015-11-01;1112020100;1;19;IMPOSTO PREDIAL URBANO;4602110.82;101934641;101063000;10;;;;;
112015;11.2015;2015-11-01;1112020200;1;27;IMPOSTO TERRITORIAL URBANO;1916947.85;45894452.82;53835000;10;;;;;
112015;11.2015;2015-11-01;1112043001;1;1141;RETIDO NAS FONTES  I RENDA  PROPRIOS;10150360.72;65964780.33;68290000;10;;;;;
112015;11.2015;2015-11-01;1112043002;1;1151;RETIDO NAS FONTES  I RENDA  FMS;3232667.63;18889523.72;22685000;10;;;;;
112015;11.2015;2015-11-01;1112080000;1;248;"IMPOSTO SOBRE TRANSMISSAO ""INTER VIVO"" DE BENS IMOVEIS DE DIREITOS REAIS SOBRE IMOVEIS ITBI";4468278.45;47044146.67;53546000;10;;;;;
112015;11.2015;2015-11-01;1113000000;;;IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO;19495670.1;214441010.1;273276000;10;;;;;
112015;11.2015;2015-11-01;1113050100;1;35;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS NL;15773663.26;173267869.5;227873000;10;;;;;
112015;11.2015;2015-11-01;1113050200;1;221;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS LANC;503346.65;7104858.54;11247000;10;;;;;
112015;11.2015;2015-11-01;1113050300;1;222;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA SUPER SIMPLES;2937218.76;31979168.78;31129000;10;;;;;
112015;11.2015;2015-11-01;1113050400;1;1011;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA REPASSE COTA UNICA;281441.43;2089113.34;3027000;10;;;;;
112015;11.2015;2015-11-01;1120000000;;;TAXAS;610531.53;15733830.39;16025000;10;;;;;
112015;11.2015;2015-11-01;1121000000;;;TAXAS PELO EXERCICIO DO PODER DE POLICIA;176878.57;6449473.66;6956000;10;;;;;
112015;11.2015;2015-11-01;1121170000;1;330;TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA;32234.48;302488.93;368000;10;;;;;
112015;11.2015;2015-11-01;1121990100;1;43;TAXA DE LICENCA PARA LOCALIZACAO;12560.27;281873.41;231000;10;;;;;
112015;11.2015;2015-11-01;1121990200;1;51;TAXA DE FISCALIZACAO E FUNCIONAMENTO;58789.45;4149210.99;4203000;10;;;;;
112015;11.2015;2015-11-01;1121990300;1;78;TAXA DE LICENCA PARA O EXERCICIO DO COMERCIO AMBULANTE;533.09;30658.58;90000;10;;;;;
112015;11.2015;2015-11-01;1121990400;1;86;TAXA DE LICENCA EXEC OBRAS PARTIC  ARRUAM  LOTEAM E DESMEMBRAMENTO;48447.28;653753.39;988000;10;;;;;
112015;11.2015;2015-11-01;1121990500;1;94;TAXA DE LICENCA PARA PUBLICIDADE;4321.55;272495.85;42000;10;;;;;
112015;11.2015;2015-11-01;1121990600;1;108;TAXA DE LICENCA P OCUP DO SOLO E LOGRADOUROS PUBLICOS;17430.45;63150.14;94000;10;;;;;
112015;11.2015;2015-11-01;1121990800;1;120;TAXA P PERMISSAO DE USO DO SOLO SUBSOLO AEREO;2562;648986.55;880000;10;;;;;
112015;11.2015;2015-11-01;1121990900;1;350;TAXA DE CONFORMIDADE DE OBRAS E SERVICOS;0;46855.82;60000;10;;;;;
112015;11.2015;2015-11-01;1122000000;;;TAXAS PELA PRESTACAO DE SERVICOS;433652.96;9284356.73;9069000;10;;;;;
112015;11.2015;2015-11-01;1122990100;1;116;TAXA DE EXPEDIENTE;1671.91;3466.39;6000;10;;;;;
112015;11.2015;2015-11-01;1122990200;1;175;TAXA APREENSAO DEP BENS ALINH  NIVEL E NUM DE PREDIOS;464.9;10374.66;155000;10;;;;;
112015;11.2015;2015-11-01;1122990400;1;140;TAXA DE COLETA DE LIXO;431516.15;9270515.68;8908000;10;;;;;
112015;11.2015;2015-11-01;1130000000;;;CONTRIBUICAO DE MELHORIA;61836.82;821267.96;674000;10;;;;;
112015;11.2015;2015-11-01;1130040000;1;205;CONTRIB MELHORIA P PAVIMENTACAO E OBRAS COMPLEMENTARES;61836.82;821267.96;674000;10;;;;;
112015;11.2015;2015-11-01;1200000000;;;RECEITA DE CONTRIBUICOES;1409079.5;7877513.26;0;10;1000000000;;;;
112015;11.2015;2015-11-01;1220000000;;;CONTRIBUI COES ECONOMICAS;1409079.5;7877513.26;0;10;;;;;
112015;11.2015;2015-11-01;1220290100;3;2997;CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINACAO PUBLICA TERRITORIAL;65489.01;1202236.93;0;10;;;;;
112015;11.2015;2015-11-01;1220290200;3;2964;CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA PREDIAL;1343590.49;6675276.33;0;10;;;;;
112015;11.2015;2015-11-01;1300000000;;;RECEITA PATRIMONIAL;1932971.28;24493049.62;21011000;10;1000000000;;;;
112015;11.2015;2015-11-01;1310000000;;;RECEITAS IMOBILIARIAS;96536.71;1780815.5;1532000;10;;;;;
112015;11.2015;2015-11-01;1311000000;;;ALUGUEIS;11364.09;167042.25;179000;10;;;;;
112015;11.2015;2015-11-01;1311010000;1;1040;ALUGUEIS DE IMOVEIS PROPRIOS PUBLICOS;11364.09;167042.25;179000;10;;;;;
112015;11.2015;2015-11-01;1314000000;1;1023;LAUDEMIOS;85172.62;1613773.25;1353000;10;;;;;
112015;11.2015;2015-11-01;1314000000;;;LAUDEMIOS;85172.62;1613773.25;1353000;10;;;;;
112015;11.2015;2015-11-01;1320000000;;;RECEITAS DE VALORES MOBILIARIOS;1836434.57;22712234.12;19479000;10;;;;;
112015;11.2015;2015-11-01;1321000000;;;JUROS DE TITULOS DE RENDA;1836434.57;21686377.68;19233000;10;;;;;
112015;11.2015;2015-11-01;1321010101;1;1066;JUROS BANC OP FINANCEIRAS RECURSOS PROPRIOS;772667.19;7066809.9;10000000;10;;;;;
112015;11.2015;2015-11-01;1321010102;1;1112;JUROS BANC OP FINANCEIRAS SABESP;502036.28;6648718.98;0;10;;;;;
112015;11.2015;2015-11-01;1321010201;5;1030;JUROS BANC OP FINANCEIRAS SUS GESTAO PLENA;41832.29;672565.43;525000;10;;;;;
112015;11.2015;2015-11-01;1321010202;3;1913;JUROS BANC OP FINANCEIRAS ILUMINA CAO PUBLICA  S O  ;8245.33;61754.72;0;10;;;;;
112015;11.2015;2015-11-01;1321010203;5;1449;JUROS BANC OP FINANCEIRAS PABA PISO ATENCAO BASICA AMPLIADA;31014.89;286032.31;296000;10;;;;;
112015;11.2015;2015-11-01;1321010204;5;1911;JUROS BANC OP FINANCEIRAS MESP;112.71;374.97;0;10;;;;;
112015;11.2015;2015-11-01;1321010205;5;1511;JUROS BANC OP FINANCEIRAS AIDS DST;10009.27;96511.92;82000;10;;;;;
112015;11.2015;2015-11-01;1321010206;1;1890;JUROS BANC OP FINANCEIRAS FUNDO MUNICIPAL DE SAUDE;78.49;5020.91;1711000;10;;;;;
112015;11.2015;2015-11-01;1321010207;2;1780;JUROS BANC OP FINANCEIRAS SUS MUNICIPALIZACAO;1165.03;81691.33;105000;10;;;;;
112015;11.2015;2015-11-01;1321010208;5;1500;JUROS BANC OP FINANCEIRAS FNDE PNAE   PROG ALIM ESCOLAR ;57407.32;632066.53;437000;10;;;;;
112015;11.2015;2015-11-01;1321010209;5;1700;JUROS BANC OP FINANCEIRAS CONVENIOS FNDE;16704.08;242476.44;192000;10;;;;;
112015;11.2015;2015-11-01;1321010210;5;1750;JUROS BANC OP FINANCEIRAS SALARIO EDUCA CAO;91429.73;1326157.12;1000000;10;;;;;
112015;11.2015;2015-11-01;1321010211;2;1740;JUROS BANC OP FINANCEIRAS SEADS;2301.46;34068.97;41000;10;;;;;
112015;11.2015;2015-11-01;1321010212;3;1101;JUROS BANC OP FINANCEIRAS FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;0;0;3000;10;;;;;
112015;11.2015;2015-11-01;1321010213;5;1917;JUROS BANC OP FINANCEIRAS PROGRAMA MINHA CASA MINHA VIDA;0;0;0;10;;;;;
112015;11.2015;2015-11-01;1321010214;3;1210;JUROS BANC OP FINANCEIRAS MULTAS DE TRANSITO;46833.97;494952.71;284000;10;;;;;
112015;11.2015;2015-11-01;1321010215;3;1820;JUROS BANC OP FINANCEIRAS ZONA AZUL E OUTROS;17341.89;155921.31;65000;10;;;;;
112015;11.2015;2015-11-01;1321010216;3;1134;JUROS BANC OP FINANCEIRAS FADENP;16052.99;301726.21;236000;10;;;;;
112015;11.2015;2015-11-01;1321010217;5;1730;JUROS BANC OP FINANCEIRAS FNAS;15114.62;138062.65;306000;10;;;;;
112015;11.2015;2015-11-01;1321010218;1;1546;JUROS BANC OP FINANCEIRAS SME;24989.21;620995.38;2073000;10;;;;;
112015;11.2015;2015-11-01;1321010220;2;1450;JUROS BANC OP FINANCEIRAS FEHIDRO;52.62;5060.15;0;10;;;;;
112015;11.2015;2015-11-01;1321010222;2;1912;JUROS BANC OP FINANCEIRAS FUNDEB;73989.23;1309188.7;1000000;10;;;;;
112015;11.2015;2015-11-01;1321010223;1;1123;JUROS BANC OP FINANCEIRAS CIDE;1476.71;4334.35;3000;10;;;;;
112015;11.2015;2015-11-01;1321010226;2;1137;JUROS BANC OP FINANCEIRAS TRANSP ESCOLAR ZONA RURAL;19451.52;129442.55;71000;10;;;;;
112015;11.2015;2015-11-01;1321010227;5;1074;JUROS BANC OP FINANCEIRAS FNS;55360.59;661576.86;360000;10;;;;;
112015;11.2015;2015-11-01;1321010228;7;1914;JUROS BANC OP FINANCEIRAS S O;0;18877.82;0;10;;;;;
112015;11.2015;2015-11-01;1321010229;5;1720;JUROS BANC OP FINANCEIRAS OUTROS CONVENIOS EDUCACAO;11168.12;112074.98;0;10;;;;;
112015;11.2015;2015-11-01;1321010231;5;1916;JUROS BANC OP FINANCEIRAS S H ;107.48;1092.51;0;10;;;;;
112015;11.2015;2015-11-01;1321010232;2;1915;JUROS BANC OP FINANCEIRAS SCTDE;0;20503.9;0;10;;;;;
112015;11.2015;2015-11-01;1321010233;2;1131;JUROS BANC OP FINANCEIRAS SELJ;1588.63;15777.8;0;10;;;;;
112015;11.2015;2015-11-01;1321010234;7;1870;JUROS BANC OP FINANCEIRAS BID;14872.59;491535.6;438000;10;;;;;
112015;11.2015;2015-11-01;1321010235;5;1133;JUROS BANC OP FINANCEIRAS MINISTERIO DAS CIDADES;0;0;0;10;;;;;
112015;11.2015;2015-11-01;1321010236;2;1113;JUROS BANC OP FINANCEIRAS PAC;0;0;5000;10;;;;;
112015;11.2015;2015-11-01;1321010237;2;2995;JUROS BANC OP FINANCEIRAS CONVENIOS ESTADUAIS;1210.46;12258.58;0;10;;;;;
112015;11.2015;2015-11-01;1321010238;5;1557;JUROS BANC OP FINANCEIRAS CONVENIOS FEDERAIS;935.99;7663.7;0;10;;;;;
112015;11.2015;2015-11-01;1321010239;7;1114;JUROS BANC OP FINANCEIRAS PAC 2;454.85;11733.32;0;10;;;;;
112015;11.2015;2015-11-01;1321010240;6;1115;JUROS BANC OP FINANCEIRAS FUNDICAD;429.03;19349.07;0;10;;;;;
112015;11.2015;2015-11-01;1322000000;1;1058;DIVIDENDOS;0;1025856.44;246000;10;;;;;
112015;11.2015;2015-11-01;1322000000;;;DIVIDENDOS;0;1025856.44;246000;10;;;;;
112015;11.2015;2015-11-01;1333000001;1;1057;RECEITA COM UTILIZA CAO DO CENTRO DA JUVENTUDE FUAD CURY;0;0;0;10;;;;;
112015;11.2015;2015-11-01;1700000000;;;TRANSFERENCIAS CORRENTES;94843050.96;1279837971;1476442000;10;1000000000;;;;
112015;11.2015;2015-11-01;1720000000;;;TRANSFERENCIAS INTERGOVERNAMENTAIS;93167160.64;1255842432;1448786000;10;;;;;
112015;11.2015;2015-11-01;1721000000;;;TRANSFERENCIAS DA UNIAO;18987914.51;218036237.3;242860000;10;;;;;
112015;11.2015;2015-11-01;1721010201;1;1163;COTA PARTE FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM;4440910.25;49688978.07;59388000;10;;;;;
112015;11.2015;2015-11-01;1721010202;1;2961;COTA PARTE DO FUNDO DE PARTICIPA CAO DOS MUNICIPIOS FPM EC 84 2014;0;648530.42;0;10;;;;;
112015;11.2015;2015-11-01;1721010203;1;2962;COTA PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM EC 55 2007;0;0;600000;10;;;;;
112015;11.2015;2015-11-01;1721010500;1;1198;COTA PARTE IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL ITR;6026.64;167655.72;211000;10;;;;;
112015;11.2015;2015-11-01;1721330100;5;1406;SUS GESTAO PLENA SIH;7962262.02;91411358.14;99948000;10;;;;;
112015;11.2015;2015-11-01;1721330200;5;1420;SUS PABA PISO BASICO AMPLIADA;1542773.73;17035748.92;17929000;10;;;;;
112015;11.2015;2015-11-01;1721330300;5;1350;SUS EPIDEMOLOGIA E CONTROLE DE DOEN CAS TFVS;250652.98;2689374.45;2605000;10;;;;;
112015;11.2015;2015-11-01;1721330400;5;1341;AIDS DST;0;0;646000;10;;;;;
112015;11.2015;2015-11-01;1721330700;5;1376;SUS AQUISICAO DE MEDICAMENTOS;270672.3;2977395.3;3447000;10;;;;;
112015;11.2015;2015-11-01;1721330800;5;1377;GESTAO SUS INCENTIVOS DE QUALIFICACAO DOS CAPS E PROGRAMA DE ALIMENTACAO E NUTRICAO;0;0;63000;10;;;;;
112015;11.2015;2015-11-01;1721340100;5;2180;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;208177.34;2877186.28;5378000;10;;;;;
112015;11.2015;2015-11-01;1721350100;5;1260;FNDE QUOTA MUNICIPAL SALARIO EDUCA CAO;2454470.87;31629022.11;32000000;10;;;;;
112015;11.2015;2015-11-01;1721350301;5;2731;PNAE PRE ESCOLA;177760;1768130;1786000;10;;;;;
112015;11.2015;2015-11-01;1721350302;5;2732;PNAE AEE;9010;90120;96000;10;;;;;
112015;11.2015;2015-11-01;1721350303;5;2733;PNAE CRECHE;217640;2156860;2102000;10;;;;;
112015;11.2015;2015-11-01;1721350304;5;2734;PNAE ENSINO FUNDAMENTAL;278850;2792184;2872000;10;;;;;
112015;11.2015;2015-11-01;1721350305;5;2735;PNAE EJA;12996.4;128815.2;126000;10;;;;;
112015;11.2015;2015-11-01;1721350306;5;2736;PNAE ENSINO MEDIO;12246;122470;130000;10;;;;;
112015;11.2015;2015-11-01;1721350400;5;2740;FNDE PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR PNATE;64245.16;570195.57;534000;10;;;;;
112015;11.2015;2015-11-01;1721359901;5;2300;FNDE OUTROS RECURSOS FUNDO NACIONAL DESENVOLVIMENTO EDUCACAO;0;0;0;10;;;;;
112015;11.2015;2015-11-01;1721359902;5;1332;FNDE PROGRAMA DINHEIRO DIRETO NA ESCOLA PDDE;0;0;6000;10;;;;;
112015;11.2015;2015-11-01;1721359903;5;1451;FNDE MANUTEN CAO DE NOVAS TURMAS DE EDUCA CAO INFANTIL;0;195416.27;0;10;;;;;
112015;11.2015;2015-11-01;1721359904;5;1457;FNDE BRASIL CARINHOSO;0;0;1000000;10;;;;;
112015;11.2015;2015-11-01;1721360001;1;1490;TRANSFERENCIA FINANCEIRA DO ICMS DESONERA CAO LC Nº 87 96 LEI KANDIR;324335.03;3567685.32;3300000;10;;;;;
112015;11.2015;2015-11-01;1721990101;1;2275;COTA PARTE IMPOSTO UNICO SOBRE MINERAIS PAIS CFM;597.63;6128.22;5000;10;;;;;
112015;11.2015;2015-11-01;1721990102;1;1940;AUXILIO FINANCEIRO PARA FOMENTO EXPORTACOES FEX;108614.25;325842.75;798000;10;;;;;
112015;11.2015;2015-11-01;1721990104;1;2971;AUXILIO FINANCEIRO AOS MUNICIPIOS MP 624 2013;0;0;0;10;;;;;
112015;11.2015;2015-11-01;1721990105;1;1171;COMPENSA CAO FINANCEIRA POR UTILIZACAO RECURSOS HIDRICOS CFH;0;97000.86;204000;10;;;;;
112015;11.2015;2015-11-01;1721990106;1;1201;COTA PARTE ROYALTIES PETROLEO;645673.91;7090139.67;7686000;10;;;;;
112015;11.2015;2015-11-01;1722000000;;;TRANSFERENCIAS DOS ESTADOS;58944263.19;831997817.2;967730000;10;;;;;
112015;11.2015;2015-11-01;1722010100;1;1236;COTA PARTE ICMS;55222301.9;709882668.6;841643000;10;;;;;
112015;11.2015;2015-11-01;1722010200;1;1287;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES IPVA;3186260.28;116107878.5;119272000;10;;;;;
112015;11.2015;2015-11-01;1722010400;1;1252;COTA PARTE IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS IPI EXPORTA CAO LC 61 89;535701.01;5811113.99;6759000;10;;;;;
112015;11.2015;2015-11-01;1722011300;1;1840;CONTRIBUICOES DE INTERVENCAO NO DOMINIO ECONOMICO CIDE;0;196156.13;56000;10;;;;;
112015;11.2015;2015-11-01;1722330100;2;2983;SUS PAB FUNDO A FUNDO ESTADUAL;0;0;0;10;;;;;
112015;11.2015;2015-11-01;1724000000;;;TRANSFERENCIAS MULTIGOVERNAMENTAIS;15234982.94;205808377.8;238196000;10;;;;;
112015;11.2015;2015-11-01;1724010100;2;1321;FUNDEB FPM;1280694.08;14329580.27;16411000;10;;;;;
112015;11.2015;2015-11-01;1724010200;2;1322;FUNDEB ITR;25353.63;272051.81;35000;10;;;;;
112015;11.2015;2015-11-01;1724010300;2;1323;FUNDEB LEI KANDIR LEI 87 96;75133.16;826464.82;841000;10;;;;;
112015;11.2015;2015-11-01;1724010400;2;1324;FUNDEB ICMS;12792411.51;164479335.4;188151000;10;;;;;
112015;11.2015;2015-11-01;1724010500;2;1325;FUNDEB IPI;122237.66;1343253.2;1475000;10;;;;;
112015;11.2015;2015-11-01;1724010600;2;1326;FUNDEB IPVA;507948.36;20455550.11;27903000;10;;;;;
112015;11.2015;2015-11-01;1724010700;2;1327;FUNDEB ITCMD;339296.52;3073790.97;1177000;10;;;;;
112015;11.2015;2015-11-01;1724010800;2;1328;FUNDEB FPE;91908.02;1028351.22;2203000;10;;;;;
112015;11.2015;2015-11-01;1760000000;;;TRANSFERENCIAS DE CONVENIOS;1675890.32;23995538.28;27656000;10;;;;;
112015;11.2015;2015-11-01;1761000000;;;TRANSFERENCIAS CONVENIOS DA UNIAO E DE SUAS ENTIDADES;76075.54;241530.7;0;10;;;;;
112015;11.2015;2015-11-01;1761990100;5;1172;PROGRAMA MINHA CASA MINHA VIDA;76075.54;141530.7;0;10;;;;;
112015;11.2015;2015-11-01;1761990700;5;1173;SECRETARIA DE POLITICAS DE PROMO CAO DA IGUALDADE RACIAL PROJETO BAOBÁ PROGRAMA VIVER COM RA CA;0;100000;0;10;;;;;
112015;11.2015;2015-11-01;1762000000;;;TRANSFERENCIAS DOS ESTADOS E DE SUAS ENTIDADES;1599814.78;23754007.58;27656000;10;;;;;
112015;11.2015;2015-11-01;1762010100;2;1414;SUS MUNICIPALIZACAO;0;2421005.72;5141000;10;;;;;
112015;11.2015;2015-11-01;1762020200;2;1460;PROGRAMA AUXILIO TRANSPORTE ESCOLAR ZONA RURAL DRE;1458118.4;12082473.6;11550000;10;;;;;
112015;11.2015;2015-11-01;1762990100;2;2310;CONVENIO SECRETARIA DE ESTADO DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL SEADS;141696.38;1557512.07;1687000;10;;;;;
112015;11.2015;2015-11-01;1762990300;2;1391;FUNDO ESTADUAL DE RECURSOS HIDRICOS  FEHIDRO  OBRAS;0;106100;0;10;;;;;
112015;11.2015;2015-11-01;1762990600;2;2247;CONVENIO COM A FUNDA CAO DE PROTECAO E DEFESA DO CONSUMIDOR;0;586916.19;878000;10;;;;;
112015;11.2015;2015-11-01;1762990700;2;2249;CONVENIO FUNDO SOCIAL SOLIDARIEDADE DO ESTADO SAO PAULO;0;7000000;8400000;10;;;;;
112015;11.2015;2015-11-01;1900000000;;;OUTRAS RECEITAS CORRENTES;5617232.41;75740555.98;89109000;10;1000000000;;;;
112015;11.2015;2015-11-01;1910000000;;;MULTAS E JUROS DE MORA;2540494.02;26338071.87;31764000;10;;;;;
112015;11.2015;2015-11-01;1911000000;;;MULTAS E JUROS DE MORA DOS TRIBUTOS;44936.83;1242863.87;3971000;10;;;;;
112015;11.2015;2015-11-01;1911380000;1;1620;MULTAS E JUROS DE MORA DO IMP S PROP TERR URBANA IPTU;33104.83;1121068.39;3209000;10;;;;;
112015;11.2015;2015-11-01;1911390000;1;1650;MULTAS E JUROS DE MORA DO ITBI;0;1497.43;2000;10;;;;;
112015;11.2015;2015-11-01;1911400000;1;1630;MULTAS E JUROS DE MORA DO IMP S SERVICOS ISS;5571.83;59414.15;443000;10;;;;;
112015;11.2015;2015-11-01;1911980000;1;1640;MULTAS E JUROS DE MORA DAS CONTR MELHORIAS;519.56;6318.73;2000;10;;;;;
112015;11.2015;2015-11-01;1911990100;1;1660;MULTAS E JUROS DE MORA DE TAXAS;5740.61;54565.17;315000;10;;;;;
